8.63018	37.9074	8.07083	30.9554	0.763679	0.921586	1.39837	60.6064	
7.76716	37.7557	7.26773	31.0186	0.768733	1.00365	1.40386	55.6065	
8.19867	37.8315	7.66834	30.9933	0.766252	0.954198	1.40454	58.0846	
6.90415	37.5661	6.46251	31.0691	0.774148	1.07894	1.41362	50.1541	
8.39631	37.8189	7.45193	31.2966	0.734462	0.936131	2.45881	93.5915	
7.29165	37.6293	6.60588	31.2461	0.752271	1.0412	2.07248	64.6482	
8.14604	37.8062	7.48828	31.0312	0.75452	0.968695	1.74492	69.3188	
8.39631	37.8568	7.78182	30.9933	0.758781	0.974425	1.57931	59.0037	
8.23234	37.8315	7.63148	31.0059	0.759759	0.957311	1.57853	58.7799	
8.5344	37.8568	7.71377	31.0565	0.741484	0.940765	2.06583	86.8941	
8.28412	37.8315	7.65673	31.0186	0.757818	0.954615	1.63722	56.7355	
8.31001	37.8062	7.44516	31.107	0.73717	0.964915	2.24516	88.995	
7.75768	37.7178	6.93308	31.3598	0.743058	0.980612	2.34773	76.8619	
7.19672	37.604	6.56997	31.1702	0.75672	1.08394	1.91407	57.0051	
7.75768	37.7304	7.12657	31.0565	0.756152	1.00234	1.76672	59.6587	
7.37795	37.6293	6.62732	31.2082	0.744979	1.04657	2.23019	74.3802	
7.29165	37.6166	6.61636	31.1323	0.750974	1.04764	2.02412	64.1356	
8.6207	37.7936	6.85306	32.0171	0.673451	0.890188	4.80469	184.456	
8.51714	37.7557	7.05118	31.3978	0.688469	0.959681	3.81151	241.849	
7.64549	37.6925	6.95034	31.0944	0.749943	1.02257	1.97614	62.73	
8.47399	37.8189	7.32364	31.5494	0.720979	0.920791	3.02268	99.7523	
8.63496	37.9138	8.11394	30.9367	0.766858	0.919976	1.29636	52.945	
7.71627	37.7557	7.28243	30.9928	0.77418	1.00663	1.24047	42.967	
8.10782	37.8532	7.8444	30.8779	0.788441	0.952634	0.717895	5.66099	
6.77102	37.5504	6.41392	31.042	0.78122	1.08878	1.21571	34.3323	
8.38469	37.825	7.49048	31.2869	0.738885	0.933866	2.32869	79.3312	
7.11122	37.6107	6.54031	31.2237	0.761665	1.0532	1.81643	38.5578	
8.13008	37.8084	7.50708	31.0154	0.757361	0.969083	1.65603	61.8977	
8.37405	37.8754	7.91644	30.9188	0.771735	0.977142	1.16805	25.3158	
8.18709	37.8436	7.72369	30.9437	0.771087	0.956935	1.2237	29.6897	
8.54023	37.891	7.93764	30.9412	0.759397	0.934373	1.476	34.5379	
8.20294	37.8579	7.86771	30.8864	0.781979	0.952849	0.879672	-7.75997	
8.29022	37.8111	7.48281	31.0793	0.741824	0.965415	2.0955	74.3901	
7.67825	37.7138	6.92073	31.3559	0.748767	0.982802	2.19463	59.6052	
6.80592	37.5591	6.42755	31.1029	0.77692	1.12072	1.35249	2.29708	
7.73753	37.7297	7.12857	31.0474	0.757948	1.00347	1.71247	54.8245	
7.07023	37.5951	6.51282	31.1569	0.760244	1.07005	1.80303	29.1418	
6.83177	37.5645	6.45319	31.0327	0.77443	1.08064	1.35337	-2.55472	
9.16428	37.8656	6.97673	32.3173	0.641563	0.830416	5.87853	226.985	
9.09554	37.8237	7.26228	31.5156	0.657746	0.916915	4.67137	310.59	
5.17811	37.1363	4.85197	31.0818	0.784248	1.32744	1.41864	40.5729	
4.31509	36.8582	4.04369	31.0438	0.789275	1.55568	1.42817	34.1103	
4.7466	36.9973	4.44964	31.0565	0.786909	1.43837	1.41453	36.8148	
3.45207	36.517	3.24073	30.8922	0.794175	1.88444	1.39391	28.3833	
3.02056	36.3147	2.83398	30.829	0.796498	2.11149	1.41008	25.8471	
0.863018	34.3934	0.809113	29.565	0.805918	6.80875	1.39101	11.7965	
6.47264	37.4776	6.06049	31.0818	0.776534	1.13341	1.41395	47.9376	
8.62933	37.743	6.66913	31.9413	0.654045	0.923805	5.35164	417.945	
5.37575	37.111	4.71636	31.2587	0.738985	1.3657	2.74636	76.7989	
4.94424	36.9846	4.2581	31.4989	0.733482	1.38623	3.1798	62.7476	
4.65945	36.9341	4.20806	31.1702	0.762186	1.46725	2.17951	41.8232	
4.48769	36.9088	4.20693	31.0438	0.788475	1.50642	1.41808	35.1421	
4.31424	36.8203	3.943	31.107	0.772136	1.56552	1.94231	36.6669	
4.01218	36.7192	3.701	31.0186	0.779233	1.64715	1.75207	31.69	
4.23657	36.795	3.88641	31.0691	0.774593	1.59354	1.86456	34.6306	
4.05533	36.6813	3.51052	31.3346	0.739475	1.65108	3.07518	48.9755	
3.62382	36.5675	3.35757	30.9554	0.78433	1.80968	1.66497	29.0843	
4.47821	36.8962	4.1503	31.0565	0.780092	1.51657	1.65129	34.8551	
4.7026	36.9467	4.28572	31.1197	0.767618	1.4803	1.99097	38.2393	
5.29808	37.149	4.90546	31.107	0.775306	1.3348	1.66035	40.1371	
5.53109	37.2122	5.12958	31.0818	0.774624	1.28706	1.62039	41.5584	
5.86767	37.3133	5.43996	31.1197	0.773218	1.22915	1.62515	42.5338	
5.60877	37.1742	4.81934	31.5242	0.728655	1.25516	3.20792	77.275	
5.00465	36.9341	4.004	31.777	0.688343	1.37588	4.74414	93.7395	
8.62932	37.3891	4.93527	32.0045	0.489553	1.11648	12.1861	2205.04	
8.62933	37.5534	5.75409	31.8022	0.564687	1.04115	8.40276	1110.21	
8.62933	37.6798	6.56542	31.5621	0.637297	0.977719	5.51743	517.754	
8.62933	37.604	5.02123	33.0157	0.510881	0.914497	12.5582	967.292	
8.62932	37.2501	7.40856	20.2493	0.466702	0.614801	0.404822	1677.06	
8.62932	37.2627	5.79743	20.8054	0.375112	0.639335	1.37539	7036.74	
8.62932	37.3006	4.1808	32.7755	0.425712	1.11126	17.63	5557.48	
7.76631	36.9846	4.97098	20.8813	0.361379	0.700435	1.7063	5646.55	
7.76631	37.149	4.11696	32.0298	0.457056	1.30873	14.2884	1593.2	
7.76631	37.0352	3.34758	32.8766	0.382639	1.26023	21.7309	4794.38	
2.70902	35.847	1.58392	32.2699	0.52634	2.27841	12.5487	55.6516	
8.0511	37.1363	3.58012	32.9272	0.394274	1.2035	20.6762	5113.3	
4.66807	36.4664	2.35314	32.6365	0.451149	1.64823	16.7688	454.578	
4.66807	36.5802	2.84386	32.2194	0.536588	1.59284	11.1499	318.821	
5.28945	36.5675	3.64532	20.717	0.390442	0.907872	1.43735	791.872	
8.23234	36.833	6.28372	20.5779	0.426441	0.638271	0.92653	4044.45	
8.63005	37.9074	8.05485	30.4118	0.748796	0.968654	1.37126	44.9972	
8.62992	37.9074	8.03552	29.881	0.73397	1.0664	1.34953	35.5379	
8.62966	37.9074	7.99376	28.8318	0.704542	1.20866	1.30157	26.9666	
8.62939	37.9074	7.94546	27.808	0.675437	1.35027	1.25128	21.7541	
8.62913	37.9074	7.89063	26.8094	0.646709	1.4803	1.19543	18.6355	
8.19855	37.8315	7.6543	30.475	0.752071	1.02888	1.37806	44.1282	
8.19817	37.8315	7.59981	28.9709	0.709894	1.23666	1.31282	26.2614	
8.19792	37.8315	7.55954	27.985	0.682122	1.383	1.2601	21.4066	
8.19767	37.8315	7.50965	27.037	0.654686	1.52404	1.21279	18.5693	
7.76705	37.7557	7.25261	30.5382	0.755267	1.07341	1.38708	43.0172	
7.76693	37.7557	7.24048	30.0453	0.741843	1.13713	1.35815	34.716	
7.76681	37.7557	7.22236	29.5776	0.728479	1.20812	1.34391	29.5387	
7.76645	37.7557	7.16852	28.1746	0.688782	1.42128	1.27764	21.585	
7.76622	37.7557	7.1297	27.2518	0.662636	1.56985	1.22225	18.4072	
7.98268	37.7936	7.43913	30.0074	0.739917	1.11841	1.35716	35.6554	
7.98255	37.7936	7.42299	29.5144	0.726194	1.18991	1.33358	29.8863	
7.98219	37.7936	7.36579	28.0734	0.685448	1.40166	1.2648	21.4023	
7.98195	37.7936	7.32167	27.1381	0.658661	1.54267	1.21364	18.4123	
7.33554	37.6672	6.85252	30.5888	0.758608	1.10745	1.39055	41.1943	
7.33543	37.6672	6.84218	30.1211	0.745893	1.17453	1.36233	33.3814	
7.33532	37.6672	6.82614	29.6787	0.733227	1.25025	1.34941	28.6657	
7.33521	37.6672	6.81306	29.2237	0.720612	1.32065	1.32437	24.8759	
7.33498	37.6672	6.78122	28.3389	0.695549	1.46308	1.28196	21.0016	
7.33476	37.6672	6.74363	27.4794	0.670735	1.60415	1.24163	18.1711	
6.90373	37.5661	6.41689	29.3501	0.726197	1.36892	1.33484	24.789	
6.9033	37.5661	6.3583	27.6942	0.679012	1.65058	1.25461	18.0335	
8.67723	37.9156	8.10539	30.5844	0.753502	0.935816	1.3794	46.4496	
8.63906	37.909	8.04511	29.9088	0.734725	1.06107	1.35088	35.7193	
8.62963	37.9074	7.98937	28.7183	0.70136	1.22592	1.29656	25.6704	
8.62915	37.9074	7.90543	26.8553	0.648596	1.4899	1.20739	13.2494	
8.62904	37.9074	7.87361	26.436	0.636125	1.53335	1.1772	15.9024	
8.31989	37.8528	7.80153	31.3797	0.777172	0.877049	1.42179	51.3471	
8.06871	37.8088	7.4634	28.5389	0.698232	1.317	1.2953	20.6449	
8.05135	37.8058	7.39153	27.1618	0.659507	1.52355	1.2224	13.4047	
8.11125	37.8164	7.40068	26.3624	0.635876	1.63505	1.18111	13.287	
7.7671	37.7557	7.26038	30.746	0.761123	1.04203	1.3975	44.5729	
7.76693	37.7557	7.24049	30.0455	0.741851	1.13709	1.35817	34.7175	
7.56863	37.7209	7.03124	29.3861	0.723815	1.2631	1.33763	25.9898	
7.48285	37.7059	6.87746	27.4399	0.669074	1.56992	1.2469	13.8966	
7.69916	37.7439	7.05788	27.0065	0.655948	1.61652	1.21068	16.343	
